time,flow
2013-09-10 17:25:00,0.0
2013-09-10 17:30:00,0.0
2013-09-10 17:35:00,0.0
2013-09-10 17:40:00,0.0
2013-09-10 17:45:00,0.0
2013-09-10 17:50:00,0.0
2013-09-10 17:55:00,0.0
2013-09-10 18:00:00,0.0
2013-09-10 18:05:00,0.0
2013-09-10 18:10:00,0.0
2013-09-10 18:15:00,0.0
2013-09-10 18:20:00,0.0
2013-09-10 18:25:00,0.0
2013-09-10 18:30:00,0.0
2013-09-10 18:35:00,0.0
2013-09-10 18:40:00,0.0
2013-09-10 18:45:00,0.0
2013-09-10 18:50:00,0.0
2013-09-10 18:55:00,0.0
2013-09-10 19:00:00,0.0
2013-09-10 19:05:00,0.0
2013-09-10 19:10:00,0.0
2013-09-10 19:15:00,0.0
2013-09-10 19:20:00,0.0
2013-09-10 19:25:00,0.0
2013-09-10 19:30:00,0.0
2013-09-10 19:35:00,0.0
2013-09-10 19:40:00,0.0
2013-09-10 19:45:00,0.0
2013-09-10 19:50:00,0.0
2013-09-10 19:55:00,0.0
2013-09-10 20:00:00,0.0
2013-09-10 20:05:00,0.0
2013-09-10 20:10:00,0.0
2013-09-10 20:15:00,0.0
2013-09-10 20:20:00,0.0
2013-09-10 20:25:00,0.0
2013-09-10 20:30:00,0.0
2013-09-10 20:35:00,0.0
2013-09-10 20:40:00,0.0
2013-09-10 20:45:00,0.0
2013-09-10 20:50:00,0.0
2013-09-10 20:55:00,0.0
2013-09-10 21:00:00,0.0
2013-09-10 21:05:00,0.0
2013-09-10 21:10:00,0.0
2013-09-10 21:15:00,0.0
2013-09-10 21:20:00,0.0
2013-09-10 21:25:00,0.0
2013-09-10 21:30:00,0.0
2013-09-10 21:35:00,0.0
2013-09-10 21:40:00,0.0
2013-09-10 21:45:00,0.0
2013-09-10 21:50:00,0.0
2013-09-10 21:55:00,0.0
2013-09-10 22:00:00,0.0
2013-09-10 22:05:00,0.0
2013-09-10 22:10:00,0.0
2013-09-10 22:15:00,0.0
2013-09-10 22:20:00,0.0
2013-09-10 22:25:00,0.0
2013-09-10 22:30:00,0.0
2013-09-10 22:35:00,0.0
2013-09-10 22:40:00,0.0
2013-09-10 22:45:00,0.0
2013-09-10 22:50:00,0.0
2013-09-10 22:55:00,0.0
2013-09-10 23:00:00,0.0
2013-09-10 23:05:00,0.0
2013-09-10 23:10:00,0.0
2013-09-10 23:15:00,0.0
2013-09-10 23:20:00,0.0
2013-09-10 23:25:00,0.0
2013-09-10 23:30:00,0.0
2013-09-10 23:35:00,0.0
2013-09-10 23:40:00,0.0
2013-09-10 23:45:00,0.0
2013-09-10 23:50:00,0.0
2013-09-10 23:55:00,0.0
2013-09-11 00:00:00,0.0
2013-09-11 00:05:00,0.0
2013-09-11 00:10:00,0.0
2013-09-11 00:15:00,0.0
2013-09-11 00:20:00,0.0
2013-09-11 00:25:00,0.0
2013-09-11 00:30:00,0.0
2013-09-11 00:35:00,0.0
2013-09-11 00:40:00,0.0
2013-09-11 00:45:00,0.0
2013-09-11 00:50:00,0.0
2013-09-11 00:55:00,0.0
2013-09-11 01:00:00,0.0
2013-09-11 01:05:00,0.0
2013-09-11 01:10:00,0.0
2013-09-11 01:15:00,0.0
2013-09-11 01:20:00,0.0
2013-09-11 01:25:00,0.0
2013-09-11 01:30:00,0.0
2013-09-11 01:35:00,0.0
2013-09-11 01:40:00,0.0
2013-09-11 01:45:00,0.0
2013-09-11 01:50:00,0.0
2013-09-11 01:55:00,0.0
2013-09-11 02:00:00,0.0
2013-09-11 02:05:00,0.0
2013-09-11 02:10:00,0.0
2013-09-11 02:15:00,0.0
2013-09-11 02:20:00,0.0
2013-09-11 02:25:00,0.0
2013-09-11 02:30:00,0.0
2013-09-11 02:35:00,0.0
2013-09-11 02:40:00,0.0
2013-09-11 02:45:00,0.0
2013-09-11 02:50:00,0.0
2013-09-11 02:55:00,0.0
2013-09-11 03:00:00,0.0
2013-09-11 03:05:00,0.0
2013-09-11 03:10:00,0.0
2013-09-11 03:15:00,0.0
2013-09-11 03:20:00,0.0
2013-09-11 03:25:00,0.0
2013-09-11 03:30:00,0.0
2013-09-11 03:35:00,0.0
2013-09-11 03:40:00,0.0
2013-09-11 03:45:00,0.0
2013-09-11 03:50:00,0.0
2013-09-11 03:55:00,0.0
2013-09-11 04:00:00,0.0
2013-09-11 04:05:00,0.0
2013-09-11 04:10:00,0.0
2013-09-11 04:15:00,0.0
2013-09-11 04:20:00,0.0
2013-09-11 04:25:00,0.0
2013-09-11 04:30:00,0.0
2013-09-11 04:35:00,0.0
2013-09-11 04:40:00,0.0
2013-09-11 04:45:00,0.0
2013-09-11 04:50:00,0.0
2013-09-11 04:55:00,0.0
2013-09-11 05:00:00,0.0
2013-09-11 05:05:00,0.0
2013-09-11 05:10:00,0.0
2013-09-11 05:15:00,0.0
2013-09-11 05:20:00,0.0
2013-09-11 05:25:00,0.0
2013-09-11 05:30:00,0.0
2013-09-11 05:35:00,0.0
2013-09-11 05:40:00,0.0
2013-09-11 05:45:00,0.0
2013-09-11 05:50:00,0.0
2013-09-11 05:55:00,0.0
2013-09-11 06:00:00,0.0
2013-09-11 06:05:00,0.0
2013-09-11 06:10:00,0.0
2013-09-11 06:15:00,0.0
2013-09-11 06:20:00,0.0
2013-09-11 06:25:00,0.0
2013-09-11 06:30:00,0.0
2013-09-11 06:35:00,0.0
2013-09-11 06:40:00,0.0
2013-09-11 06:45:00,0.0
2013-09-11 06:50:00,0.0
2013-09-11 06:55:00,0.0
2013-09-11 07:00:00,0.0
2013-09-11 07:05:00,0.0
2013-09-11 07:10:00,0.0
2013-09-11 07:15:00,0.0
2013-09-11 07:20:00,0.0
2013-09-11 07:25:00,0.0
2013-09-11 07:30:00,0.0
2013-09-11 07:35:00,0.0
2013-09-11 07:40:00,0.0
2013-09-11 07:45:00,0.0
2013-09-11 07:50:00,0.0
2013-09-11 07:55:00,0.0
2013-09-11 08:00:00,0.0
2013-09-11 08:05:00,0.0
2013-09-11 08:10:00,0.0
2013-09-11 08:15:00,0.0
2013-09-11 08:20:00,0.0
2013-09-11 08:25:00,0.0
2013-09-11 08:30:00,0.0
2013-09-11 08:35:00,0.0
2013-09-11 08:40:00,0.0
2013-09-11 08:45:00,0.0
2013-09-11 08:50:00,0.0
2013-09-11 08:55:00,0.0
2013-09-11 09:00:00,0.0
2013-09-11 09:05:00,0.0
2013-09-11 09:10:00,0.0
2013-09-11 09:15:00,0.0
2013-09-11 09:20:00,0.0
2013-09-11 09:25:00,0.0
2013-09-11 09:30:00,0.0
2013-09-11 09:35:00,0.0
2013-09-11 09:40:00,0.0
2013-09-11 09:45:00,0.0
2013-09-11 09:50:00,0.0
2013-09-11 09:55:00,0.0
2013-09-11 10:00:00,0.0
2013-09-11 10:05:00,0.0
2013-09-11 10:10:00,0.0
2013-09-11 10:15:00,0.0
2013-09-11 10:20:00,0.0
2013-09-11 10:25:00,0.0
2013-09-11 10:30:00,0.0
2013-09-11 10:35:00,0.0
2013-09-11 10:40:00,0.0
2013-09-11 10:45:00,0.0
2013-09-11 10:50:00,0.0
2013-09-11 10:55:00,149.8
2013-09-11 11:00:00,82.28
2013-09-11 11:05:00,92.94
2013-09-11 11:10:00,93.45
2013-09-11 11:15:00,96.03
2013-09-11 11:20:00,98.07
2013-09-11 11:25:00,97.98
2013-09-11 11:30:00,98.49
2013-09-11 11:35:00,98.8
2013-09-11 11:40:00,99.29
2013-09-11 11:45:00,102.0
2013-09-11 11:50:00,104.1
2013-09-11 11:55:00,103.2
2013-09-11 12:00:00,102.4
2013-09-11 12:05:00,102.0
2013-09-11 12:10:00,101.2
2013-09-11 12:15:00,99.29
2013-09-11 12:20:00,98.07
2013-09-11 12:25:00,97.48
2013-09-11 12:30:00,98.34
2013-09-11 12:35:00,98.25
2013-09-11 12:40:00,99.96
2013-09-11 12:45:00,99.83
2013-09-11 12:50:00,98.57
2013-09-11 12:55:00,95.85
2013-09-11 13:00:00,94.26
2013-09-11 13:05:00,93.53
2013-09-11 13:10:00,94.85
2013-09-11 13:15:00,95.67
2013-09-11 13:20:00,95.17
2013-09-11 13:25:00,95.75
2013-09-11 13:30:00,95.83
2013-09-11 13:35:00,95.75
2013-09-11 13:40:00,96.59
2013-09-11 13:45:00,98.07
2013-09-11 13:50:00,97.79
2013-09-11 13:55:00,97.82
2013-09-11 14:00:00,97.98
2013-09-11 14:05:00,97.44
2013-09-11 14:10:00,97.57
2013-09-11 14:15:00,97.62
2013-09-11 14:20:00,98.26
2013-09-11 14:25:00,99.41
2013-09-11 14:30:00,99.17
2013-09-11 14:35:00,99.09
2013-09-11 14:40:00,98.49
2013-09-11 14:45:00,97.53
2013-09-11 14:50:00,96.86
2013-09-11 14:55:00,96.4
2013-09-11 15:00:00,96.08
2013-09-11 15:05:00,95.87
2013-09-11 15:10:00,95.79
2013-09-11 15:15:00,95.39
2013-09-11 15:20:00,94.8
2013-09-11 15:25:00,94.26
2013-09-11 15:30:00,93.64
2013-09-11 15:35:00,93.16
2013-09-11 15:40:00,92.3
2013-09-11 15:45:00,92.37
2013-09-11 15:50:00,91.93
2013-09-11 15:55:00,91.89
2013-09-11 16:00:00,92.35
2013-09-11 16:05:00,93.0
2013-09-11 16:10:00,94.22
2013-09-11 16:15:00,94.43
2013-09-11 16:20:00,94.59
2013-09-11 16:25:00,94.59
2013-09-11 16:30:00,94.53
2013-09-11 16:35:00,93.96
2013-09-11 16:40:00,93.55
2013-09-11 16:45:00,92.73
2013-09-11 16:50:00,92.11
2013-09-11 16:55:00,91.92
2013-09-11 17:00:00,91.91
2013-09-11 17:05:00,92.17
2013-09-11 17:10:00,93.96
2013-09-11 17:15:00,95.2
2013-09-11 17:20:00,96.68
2013-09-11 17:25:00,96.77
2013-09-11 17:30:00,95.41
2013-09-11 17:35:00,94.86
2013-09-11 17:40:00,94.19
2013-09-11 17:45:00,93.81
2013-09-11 17:50:00,94.16
2013-09-11 17:55:00,94.08
2013-09-11 18:00:00,94.16
2013-09-11 18:05:00,93.5
2013-09-11 18:10:00,92.69
2013-09-11 18:15:00,92.25
2013-09-11 18:20:00,91.6
2013-09-11 18:25:00,91.6
2013-09-11 18:30:00,90.19
2013-09-11 18:35:00,90.06
2013-09-11 18:40:00,92.16
2013-09-11 18:45:00,92.67
2013-09-11 18:50:00,92.64
2013-09-11 18:55:00,92.38
2013-09-11 19:00:00,91.22
2013-09-11 19:05:00,89.74
2013-09-11 19:10:00,88.01
2013-09-11 19:15:00,87.02
2013-09-11 19:20:00,86.41
2013-09-11 19:25:00,86.37
2013-09-11 19:30:00,86.85
2013-09-11 19:35:00,84.91
2013-09-11 19:40:00,84.48
2013-09-11 19:45:00,84.52
2013-09-11 19:50:00,84.45
2013-09-11 19:55:00,84.53
2013-09-11 20:00:00,85.33
2013-09-11 20:05:00,86.65
2013-09-11 20:10:00,87.25
2013-09-11 20:15:00,87.66
2013-09-11 20:20:00,86.6
2013-09-11 20:25:00,87.11
2013-09-11 20:30:00,87.14
2013-09-11 20:35:00,87.09
2013-09-11 20:40:00,87.69
2013-09-11 20:45:00,88.37
2013-09-11 20:50:00,88.46
2013-09-11 20:55:00,87.75
2013-09-11 21:00:00,88.13
2013-09-11 21:05:00,88.34
2013-09-11 21:10:00,88.82
2013-09-11 21:15:00,87.7
2013-09-11 21:20:00,87.5
2013-09-11 21:25:00,87.97
2013-09-11 21:30:00,88.96
2013-09-11 21:35:00,89.95
2013-09-11 21:40:00,90.7
2013-09-11 21:45:00,91.1
2013-09-11 21:50:00,90.9
2013-09-11 21:55:00,91.26
2013-09-11 22:00:00,91.17
2013-09-11 22:05:00,90.55
2013-09-11 22:10:00,90.61
2013-09-11 22:15:00,89.25
2013-09-11 22:20:00,88.84
2013-09-11 22:25:00,88.95
2013-09-11 22:30:00,88.1
2013-09-11 22:35:00,86.78
2013-09-11 22:40:00,86.35
2013-09-11 22:45:00,85.99
2013-09-11 22:50:00,84.22
2013-09-11 22:55:00,83.78
2013-09-11 23:00:00,84.09
2013-09-11 23:05:00,83.68
2013-09-11 23:10:00,83.2
2013-09-11 23:15:00,82.96
2013-09-11 23:20:00,82.39
2013-09-11 23:25:00,82.45
2013-09-11 23:30:00,83.05
2013-09-11 23:35:00,83.11
2013-09-11 23:40:00,83.06
2013-09-11 23:45:00,82.53
2013-09-11 23:50:00,82.51
2013-09-11 23:55:00,82.68
2013-09-12 00:00:00,82.87
2013-09-12 00:05:00,82.79
2013-09-12 00:10:00,81.71
2013-09-12 00:15:00,80.66
2013-09-12 00:20:00,79.71
2013-09-12 00:25:00,79.0
2013-09-12 00:30:00,77.72
2013-09-12 00:35:00,76.98
2013-09-12 00:40:00,76.46
2013-09-12 00:45:00,75.41
2013-09-12 00:50:00,73.21
2013-09-12 00:55:00,71.94
2013-09-12 01:00:00,70.66
2013-09-12 01:05:00,69.59
2013-09-12 01:10:00,68.16
2013-09-12 01:15:00,67.35
2013-09-12 01:20:00,67.23
2013-09-12 01:25:00,66.84
2013-09-12 01:30:00,66.24
2013-09-12 01:35:00,65.71
2013-09-12 01:40:00,65.26
2013-09-12 01:45:00,63.71
2013-09-12 01:50:00,62.31
2013-09-12 01:55:00,61.03
2013-09-12 02:00:00,59.84
2013-09-12 02:05:00,58.3
2013-09-12 02:10:00,57.05
2013-09-12 02:15:00,56.53
2013-09-12 02:20:00,56.05
2013-09-12 02:25:00,56.13
2013-09-12 02:30:00,56.43
2013-09-12 02:35:00,56.18
2013-09-12 02:40:00,54.7
2013-09-12 02:45:00,53.83
2013-09-12 02:50:00,53.12
2013-09-12 02:55:00,52.13
2013-09-12 03:00:00,51.48
2013-09-12 03:05:00,50.51
2013-09-12 03:10:00,49.92
2013-09-12 03:15:00,49.75
2013-09-12 03:20:00,49.38
2013-09-12 03:25:00,49.39
2013-09-12 03:30:00,49.35
2013-09-12 03:35:00,49.54
2013-09-12 03:40:00,49.28
2013-09-12 03:45:00,49.03
2013-09-12 03:50:00,48.75
2013-09-12 03:55:00,48.61
2013-09-12 04:00:00,48.58
2013-09-12 04:05:00,48.39
2013-09-12 04:10:00,48.11
2013-09-12 04:15:00,47.74
2013-09-12 04:20:00,46.94
2013-09-12 04:25:00,46.33
2013-09-12 04:30:00,46.22
2013-09-12 04:35:00,46.62
2013-09-12 04:40:00,46.71
2013-09-12 04:45:00,46.02
2013-09-12 04:50:00,45.81
2013-09-12 04:55:00,46.02
2013-09-12 05:00:00,46.3
2013-09-12 05:05:00,46.18
2013-09-12 05:10:00,45.53
2013-09-12 05:15:00,45.79
2013-09-12 05:20:00,46.03
2013-09-12 05:25:00,45.87
2013-09-12 05:30:00,45.36
2013-09-12 05:35:00,44.99
2013-09-12 05:40:00,45.48
2013-09-12 05:45:00,46.3
2013-09-12 05:50:00,46.04
2013-09-12 05:55:00,45.43
2013-09-12 06:00:00,45.28
2013-09-12 06:05:00,44.95
2013-09-12 06:10:00,44.93
2013-09-12 06:15:00,45.06
2013-09-12 06:20:00,45.19
2013-09-12 06:25:00,45.52
2013-09-12 06:30:00,46.18
2013-09-12 06:35:00,47.23
2013-09-12 06:40:00,48.19
2013-09-12 06:45:00,48.23
2013-09-12 06:50:00,48.76
2013-09-12 06:55:00,50.41
2013-09-12 07:00:00,51.98
2013-09-12 07:05:00,54.97
2013-09-12 07:10:00,56.94
2013-09-12 07:15:00,57.85
2013-09-12 07:20:00,59.86
2013-09-12 07:25:00,61.01
2013-09-12 07:30:00,61.88
2013-09-12 07:35:00,63.02
2013-09-12 07:40:00,63.75
2013-09-12 07:45:00,64.55
2013-09-12 07:50:00,65.73
2013-09-12 07:55:00,67.28
2013-09-12 08:00:00,69.84
2013-09-12 08:05:00,71.35
2013-09-12 08:10:00,73.04
2013-09-12 08:15:00,73.87
2013-09-12 08:20:00,74.4
2013-09-12 08:25:00,76.37
2013-09-12 08:30:00,77.68
2013-09-12 08:35:00,79.55
2013-09-12 08:40:00,80.59
2013-09-12 08:45:00,82.22
2013-09-12 08:50:00,82.83
2013-09-12 08:55:00,83.37
2013-09-12 09:00:00,83.96
2013-09-12 09:05:00,84.03
2013-09-12 09:10:00,84.89
2013-09-12 09:15:00,85.21
2013-09-12 09:20:00,86.13
2013-09-12 09:25:00,87.57
2013-09-12 09:30:00,87.91
2013-09-12 09:35:00,87.58
2013-09-12 09:40:00,91.15
2013-09-12 09:45:00,89.72
2013-09-12 09:50:00,89.81
2013-09-12 09:55:00,88.64
2013-09-12 10:00:00,86.48
2013-09-12 10:05:00,86.72
2013-09-12 10:10:00,87.83
2013-09-12 10:15:00,89.66
2013-09-12 10:20:00,89.79
2013-09-12 10:25:00,89.73
2013-09-12 10:30:00,90.54
2013-09-12 10:35:00,90.58
2013-09-12 10:40:00,90.93
2013-09-12 10:45:00,90.53
2013-09-12 10:50:00,88.68
2013-09-12 10:55:00,89.41
2013-09-12 11:00:00,92.61
2013-09-12 11:05:00,94.3
2013-09-12 11:10:00,95.2
2013-09-12 11:15:00,95.39
2013-09-12 11:20:00,95.91
2013-09-12 11:25:00,96.41
2013-09-12 11:30:00,96.83
2013-09-12 11:35:00,96.2
2013-09-12 11:40:00,95.3
2013-09-12 11:45:00,94.41
2013-09-12 11:50:00,93.64
2013-09-12 11:55:00,93.41
2013-09-12 12:00:00,93.32
2013-09-12 12:05:00,93.01
2013-09-12 12:10:00,93.33
2013-09-12 12:15:00,94.41
2013-09-12 12:20:00,95.0
2013-09-12 12:25:00,95.37
2013-09-12 12:30:00,95.65
2013-09-12 12:35:00,96.77
2013-09-12 12:40:00,97.0
2013-09-12 12:45:00,96.62
2013-09-12 12:50:00,96.65
2013-09-12 12:55:00,96.3
2013-09-12 13:00:00,96.22
2013-09-12 13:05:00,96.61
2013-09-12 13:10:00,97.01
2013-09-12 13:15:00,97.05
2013-09-12 13:20:00,96.49
2013-09-12 13:25:00,97.97
2013-09-12 13:30:00,98.4
2013-09-12 13:35:00,97.98
2013-09-12 13:40:00,96.75
2013-09-12 13:45:00,96.14
2013-09-12 13:50:00,96.26
2013-09-12 13:55:00,95.96
2013-09-12 14:00:00,95.98
2013-09-12 14:05:00,95.59
2013-09-12 14:10:00,97.8
2013-09-12 14:15:00,101.6
2013-09-12 14:20:00,103.3
2013-09-12 14:25:00,103.3
2013-09-12 14:30:00,102.8
2013-09-12 14:35:00,102.5
2013-09-12 14:40:00,102.3
2013-09-12 14:45:00,102.6
2013-09-12 14:50:00,100.3
2013-09-12 14:55:00,99.03
2013-09-12 15:00:00,96.93
2013-09-12 15:05:00,96.48
2013-09-12 15:10:00,94.67
2013-09-12 15:15:00,93.82
2013-09-12 15:20:00,93.8
2013-09-12 15:25:00,94.55
2013-09-12 15:30:00,94.37
2013-09-12 15:35:00,93.38
2013-09-12 15:40:00,92.46
2013-09-12 15:45:00,90.18
2013-09-12 15:50:00,89.44
2013-09-12 15:55:00,88.55
2013-09-12 16:00:00,87.76
2013-09-12 16:05:00,88.28
2013-09-12 16:10:00,87.92
2013-09-12 16:15:00,88.14
2013-09-12 16:20:00,88.92
2013-09-12 16:25:00,89.01
2013-09-12 16:30:00,88.53
2013-09-12 16:35:00,87.71
2013-09-12 16:40:00,88.07
2013-09-12 16:45:00,89.04
2013-09-12 16:50:00,90.46
2013-09-12 16:55:00,91.1
2013-09-12 17:00:00,90.88
2013-09-12 17:05:00,90.43
2013-09-12 17:10:00,90.33
2013-09-12 17:15:00,91.09
2013-09-12 17:20:00,91.93
2013-09-12 17:25:00,92.71
2013-09-12 17:30:00,93.53
2013-09-12 17:35:00,94.16
2013-09-12 17:40:00,93.96
2013-09-12 17:45:00,91.21
2013-09-12 17:50:00,89.45
2013-09-12 17:55:00,88.39
2013-09-12 18:00:00,86.43
2013-09-12 18:05:00,85.8
2013-09-12 18:10:00,84.74
2013-09-12 18:15:00,85.17
2013-09-12 18:20:00,86.0
2013-09-12 18:25:00,86.48
2013-09-12 18:30:00,86.4
2013-09-12 18:35:00,87.49
2013-09-12 18:40:00,87.25
2013-09-12 18:45:00,86.84
2013-09-12 18:50:00,87.54
2013-09-12 18:55:00,86.93
2013-09-12 19:00:00,86.74
2013-09-12 19:05:00,85.42
2013-09-12 19:10:00,83.98
2013-09-12 19:15:00,83.39
2013-09-12 19:20:00,83.19
2013-09-12 19:25:00,83.24
2013-09-12 19:30:00,83.89
2013-09-12 19:35:00,83.99
2013-09-12 19:40:00,84.76
2013-09-12 19:45:00,84.11
2013-09-12 19:50:00,83.48
2013-09-12 19:55:00,83.12
2013-09-12 20:00:00,83.36
2013-09-12 20:05:00,83.82
2013-09-12 20:10:00,83.57
2013-09-12 20:15:00,84.86
2013-09-12 20:20:00,85.09
2013-09-12 20:25:00,85.84
